timestamps,TP9,AF7,AF8,TP10,Right AUX,,,,,,,,,,,,,,,,
1533222560,56.152,24.902,-26.367,30.273,36.621,,,,,,,,,,,,,,,,
1533222560,84.473,25.879,50.781,38.086,27.832,,,,,,,,,,,,,,,,
1533222560,84.473,23.926,26.855,40.039,10.254,,,,,,,,,,,,,,,,
1533222560,61.523,21.484,-95.703,32.715,-29.297,,,,,,,,,,,,,,,,
1533222560,57.129,21.973,-71.289,27.344,0.977,,,,,,,,,,,,,,,,
1533222560,63.965,25.391,-25.879,25.879,24.414,,,,,,,,,,,,,,,,
1533222560,81.543,22.949,53.223,31.25,48.828,,,,,,,,,,,,,,,,
1533222560,89.355,21.484,123.047,38.086,107.422,,,,,,,,,,,,,,,,
1533222560,75.684,27.344,-47.363,39.551,77.637,,,,,,,,,,,,,,,,
1533222560,64.941,26.367,-94.238,33.203,71.289,,,,,,,,,,,,,,,,
1533222560,69.824,24.414,-65.43,27.832,52.734,,,,,,,,,,,,,,,,
1533222560,86.914,28.32,19.043,31.25,30.762,,,,,,,,,,,,,,,,
1533222560,88.867,26.367,61.035,30.762,47.852,,,,,,,,,,,,,,,,
1533222560,67.383,31.25,-37.109,31.738,43.457,,,,,,,,,,,,,,,,
1533222560,50.781,28.809,-95.703,27.832,54.688,,,,,,,,,,,,,,,,
1533222560,54.199,17.09,-98.633,20.02,-9.766,,,,,,,,,,,,,,,,
1533222560,71.289,19.531,25.391,22.949,43.457,,,,,,,,,,,,,,,,
1533222560,73.242,18.066,80.078,24.902,69.824,,,,,,,,,,,,,,,,
1533222560,55.176,15.137,-12.207,22.949,41.504,,,,,,,,,,,,,,,,
1533222560,47.852,19.531,-59.57,22.949,77.148,,,,,,,,,,,,,,,,
1533222560,54.199,22.461,-73.73,24.414,13.672,,,,,,,,,,,,,,,,
1533222560,73.242,22.461,16.602,31.25,-15.137,,,,,,,,,,,,,,,,
1533222560,83.496,18.555,86.914,45.41,29.297,,,,,,,,,,,,,,,,
1533222560,71.777,13.184,-19.043,51.758,44.434,,,,,,,,,,,,,,,,
1533222560,47.852,25.391,-85.449,34.668,17.09,,,,,,,,,,,,,,,,
1533222560,36.621,35.156,-28.809,20.02,12.207,,,,,,,,,,,,,,,,
1533222560,62.5,31.738,49.805,27.832,68.848,,,,,,,,,,,,,,,,
1533222560,92.773,39.062,68.359,41.504,28.809,,,,,,,,,,,,,,,,
1533222560,84.961,39.062,34.18,41.992,-25.879,,,,,,,,,,,,,,,,
1533222560,63.965,33.691,-22.461,35.156,-4.883,,,,,,,,,,,,,,,,
1533222560,66.406,39.551,-6.836,37.598,41.992,,,,,,,,,,,,,,,,
1533222560,80.078,38.574,0,36.621,60.547,,,,,,,,,,,,,,,,
1533222560,97.168,32.227,102.051,37.109,31.738,,,,,,,,,,,,,,,,
1533222560,100.586,32.715,127.441,43.457,-20.02,,,,,,,,,,,,,,,,
1533222560,79.102,32.715,-19.043,37.598,-21.973,,,,,,,,,,,,,,,,
1533222560,71.289,33.691,-1.465,35.645,46.387,,,,,,,,,,,,,,,,
1533222560,83.008,36.133,58.105,33.691,67.871,,,,,,,,,,,,,,,,
1533222560,93.262,35.156,136.719,36.621,5.859,,,,,,,,,,,,,,,,
1533222560,90.332,28.32,84.961,39.062,31.738,,,,,,,,,,,,,,,,
1533222560,72.754,29.297,-71.289,33.691,31.25,,,,,,,,,,,,,,,,
1533222560,65.43,36.621,-22.949,31.25,-8.301,,,,,,,,,,,,,,,,
1533222560,85.449,31.25,23.438,31.738,12.695,,,,,,,,,,,,,,,,
1533222560,106.934,27.832,92.285,36.133,75.684,,,,,,,,,,,,,,,,
1533222560,107.422,30.762,117.188,38.574,2.93,,,,,,,,,,,,,,,,
1533222560,91.309,31.25,-20.508,36.621,-56.152,,,,,,,,,,,,,,,,
1533222560,79.102,30.762,-37.598,31.25,50.781,,,,,,,,,,,,,,,,
1533222560,88.867,34.668,-25.879,34.18,27.344,,,,,,,,,,,,,,,,
1533222560,98.633,28.809,66.895,37.109,3.906,,,,,,,,,,,,,,,,
1533222561,96.68,27.832,65.43,39.062,23.926,,,,,,,,,,,,,,,,
1533222561,85.938,36.621,-37.109,39.062,51.758,,,,,,,,,,,,,,,,
1533222561,65.918,34.18,-72.754,35.156,59.57,,,,,,,,,,,,,,,,
1533222561,76.172,36.621,-53.223,36.621,20.508,,,,,,,,,,,,,,,,
1533222561,98.145,39.551,68.848,38.574,-0.488,,,,,,,,,,,,,,,,
1533222561,105.957,41.504,83.984,41.504,-20.996,,,,,,,,,,,,,,,,
1533222561,102.539,43.457,-34.18,41.016,-11.23,,,,,,,,,,,,,,,,
1533222561,87.402,41.992,-66.895,37.109,23.926,,,,,,,,,,,,,,,,
1533222561,86.426,45.898,-60.059,34.668,-12.695,,,,,,,,,,,,,,,,
1533222561,102.539,47.852,15.137,36.133,18.066,,,,,,,,,,,,,,,,
1533222561,104.492,45.898,99.121,36.133,24.414,,,,,,,,,,,,,,,,
1533222561,97.656,48.34,13.184,37.109,-17.578,,,,,,,,,,,,,,,,
1533222561,84.961,47.852,-75.684,37.598,51.27,,,,,,,,,,,,,,,,
1533222561,76.66,41.016,-55.176,29.297,55.176,,,,,,,,,,,,,,,,
1533222561,90.82,33.203,51.27,32.715,-8.301,,,,,,,,,,,,,,,,
1533222561,100.098,28.809,70.801,42.969,-41.016,,,,,,,,,,,,,,,,
1533222561,95.215,30.273,13.672,45.41,23.926,,,,,,,,,,,,,,,,
1533222561,90.332,37.598,-46.875,52.734,62.988,,,,,,,,,,,,,,,,
1533222561,79.102,37.598,-26.855,43.945,36.621,,,,,,,,,,,,,,,,
1533222561,80.566,34.18,-4.883,24.902,43.945,,,,,,,,,,,,,,,,
1533222561,94.238,36.133,67.383,29.297,60.059,,,,,,,,,,,,,,,,
1533222561,85.449,38.086,28.809,28.809,18.555,,,,,,,,,,,,,,,,
1533222561,74.707,42.48,-81.055,26.855,-25.391,,,,,,,,,,,,,,,,
1533222561,76.66,44.922,-40.039,30.273,0.977,,,,,,,,,,,,,,,,
1533222561,95.703,47.363,50.293,32.715,14.648,,,,,,,,,,,,,,,,
1533222561,106.445,47.852,109.375,37.598,34.668,,,,,,,,,,,,,,,,
1533222561,101.074,48.828,14.648,36.133,23.926,,,,,,,,,,,,,,,,
1533222561,89.844,48.828,-104.492,33.203,-7.324,,,,,,,,,,,,,,,,
1533222561,79.102,46.387,-53.223,31.738,14.16,,,,,,,,,,,,,,,,
1533222561,87.891,48.34,57.129,36.133,15.625,,,,,,,,,,,,,,,,
1533222561,100.586,45.898,120.117,39.551,38.086,,,,,,,,,,,,,,,,
1533222561,95.703,45.41,51.27,39.062,75.195,,,,,,,,,,,,,,,,
1533222561,82.52,48.828,-76.66,37.109,-17.09,,,,,,,,,,,,,,,,
1533222561,73.242,47.852,-30.762,30.762,-39.551,,,,,,,,,,,,,,,,
1533222561,80.078,49.316,-20.02,31.738,-2.441,,,,,,,,,,,,,,,,
1533222561,87.402,48.828,51.758,35.645,-1.465,,,,,,,,,,,,,,,,
1533222561,80.078,48.828,86.914,32.227,-16.602,,,,,,,,,,,,,,,,
1533222561,65.43,54.199,-42.48,32.227,-38.574,,,,,,,,,,,,,,,,
1533222561,54.688,48.828,-48.828,25.879,13.184,,,,,,,,,,,,,,,,
1533222561,63.965,46.875,-49.316,23.926,38.086,,,,,,,,,,,,,,,,
1533222561,79.59,51.27,67.383,27.832,45.898,,,,,,,,,,,,,,,,
1533222561,79.59,49.316,102.539,31.738,42.969,,,,,,,,,,,,,,,,
1533222561,66.895,51.27,-38.574,31.738,41.016,,,,,,,,,,,,,,,,
1533222561,53.223,50.293,-38.086,17.09,25.391,,,,,,,,,,,,,,,,
1533222561,56.641,45.41,-21.484,15.625,34.668,,,,,,,,,,,,,,,,
1533222561,72.266,46.387,50.293,26.855,24.902,,,,,,,,,,,,,,,,
1533222561,77.148,49.316,71.777,27.832,-66.406,,,,,,,,,,,,,,,,
1533222561,59.57,43.457,-34.668,25.391,-45.41,,,,,,,,,,,,,,,,
1533222561,47.852,41.016,-69.336,24.902,-23.926,,,,,,,,,,,,,,,,
1533222561,51.27,41.016,-38.086,27.344,-25.391,,,,,,,,,,,,,,,,
1533222561,64.941,37.598,42.969,33.691,15.625,,,,,,,,,,,,,,,,
1533222561,73.242,38.574,51.27,33.691,29.785,,,,,,,,,,,,,,,,
1533222561,65.43,38.086,-9.277,32.715,91.797,,,,,,,,,,,,,,,,
1533222561,57.617,38.574,-38.086,30.762,109.375,,,,,,,,,,,,,,,,
1533222561,62.5,41.504,-60.059,31.25,-4.395,,,,,,,,,,,,,,,,
1533222561,77.637,37.109,-2.93,38.086,-22.461,,,,,,,,,,,,,,,,
1533222561,90.332,32.715,88.867,45.898,44.434,,,,,,,,,,,,,,,,
1533222561,80.078,36.133,33.691,47.852,29.297,,,,,,,,,,,,,,,,
1533222561,54.688,41.504,-56.641,38.086,-2.441,,,,,,,,,,,,,,,,
1533222561,43.945,36.621,-43.945,31.738,-18.555,,,,,,,,,,,,,,,,
1533222561,71.777,35.645,47.363,37.109,-4.883,,,,,,,,,,,,,,,,
1533222561,100.098,41.992,107.91,40.527,19.043,,,,,,,,,,,,,,,,
1533222561,96.191,42.969,3.418,36.621,20.508,,,,,,,,,,,,,,,,
1533222561,81.543,44.922,-87.402,36.621,56.152,,,,,,,,,,,,,,,,
1533222561,76.66,43.945,-9.766,40.527,78.613,,,,,,,,,,,,,,,,
1533222561,95.703,46.875,14.16,37.598,5.371,,,,,,,,,,,,,,,,
1533222561,108.398,47.363,90.332,29.297,-36.133,,,,,,,,,,,,,,,,
1533222561,96.191,43.945,97.656,29.297,15.137,,,,,,,,,,,,,,,,
1533222561,76.172,42.969,-38.574,30.273,71.777,,,,,,,,,,,,,,,,
1533222561,66.406,41.016,-33.203,21.973,80.078,,,,,,,,,,,,,,,,
1533222561,76.66,39.062,5.371,20.02,63.477,,,,,,,,,,,,,,,,
1533222561,86.426,35.645,76.66,22.461,19.043,,,,,,,,,,,,,,,,
1533222561,74.219,32.227,64.941,19.043,27.832,,,,,,,,,,,,,,,,
1533222561,57.129,33.203,-58.105,19.531,41.016,,,,,,,,,,,,,,,,
1533222561,79.59,55.176,-37.598,37.598,36.133,,,,,,,,,,,,,,,,
1533222561,94.727,60.059,-9.277,41.504,66.406,,,,,,,,,,,,,,,,
1533222561,83.984,47.363,68.848,30.273,-12.207,,,,,,,,,,,,,,,,
1533222561,76.172,43.457,97.656,27.344,-31.738,,,,,,,,,,,,,,,,
1533222561,67.383,40.039,-41.504,21.484,16.113,,,,,,,,,,,,,,,,
1533222561,53.223,36.133,-46.387,19.043,-11.719,73.199164,36.500004,-15.460928,29.320296,19.10686983,11.31431046,65.178636,11.18810298,-0.227506713,0.523804514,0.168917273,-0.262817598,-0.444593044,0.268168214,-0.866531925,-0.30165869
1533222561,56.152,34.668,-14.16,20.508,11.23,73.187352,36.525396,-15.578116,29.3535,19.11060845,11.29159215,65.07726028,11.18466961,-0.218436983,0.52523377,0.174352868,-0.254013567,-0.455969343,0.281570465,-0.860267275,-0.310326408
1533222561,67.383,34.668,53.223,24.414,44.922,73.208836,36.542976,-15.541004,29.40428,19.120265,11.28025532,65.04831159,11.14591571,-0.21748561,0.521537919,0.179612671,-0.25302884,-0.460342046,0.288991459,-0.8552968,-0.290459494
1533222561,65.918,31.738,66.406,30.762,13.672,73.29282,36.548836,-14.884756,29.482408,19.11067276,11.27389494,65.08504401,11.0940496,-0.220516904,0.518377794,0.179269839,-0.2545346,-0.454612121,0.292815538,-0.858374972,-0.260241348
1533222561,45.898,25.879,-58.105,29.785,22.949,73.361176,36.541024,-14.675768,29.56444,19.03183587,11.27100318,65.08087181,11.03416002,-0.223549263,0.517587831,0.165022745,-0.262017327,-0.427662675,0.294879992,-0.865290274,-0.222519716
1533222561,33.691,31.25,-83.008,28.32,37.598,73.351316,36.550788,-14.714832,29.6328,18.90166704,11.27774394,64.85657716,10.95932053,-0.198690645,0.51719608,0.168709662,-0.264687534,-0.460264063,0.290203593,-0.855875387,-0.184689072
1533222561,41.992,38.086,-13.184,28.809,110.84,73.288816,36.5586,-14.699208,29.683584,18.92178518,11.27207811,64.89492383,10.89762484,-0.203013039,0.516244724,0.168480533,-0.268905825,-0.453645505,0.294363812,-0.858286609,-0.145904285
1533222561,54.199,37.109,52.734,24.414,94.238,73.208736,36.55274,-14.658192,29.669912,18.99961066,11.27246415,64.89481989,10.86389833,-0.206484449,0.514106305,0.167753493,-0.277754026,-0.469935723,0.292457799,-0.858437185,-0.114566016
1533222561,55.176,36.133,24.414,25.391,1.465,73.200924,36.562508,-14.439444,29.634756,19.0378263,11.271793,64.9343329,10.86838769,-0.196604734,0.515747696,0.167306991,-0.274047088,-0.489792818,0.294334754,-0.861854554,-0.120577929
1533222561,45.41,37.598,-57.617,29.297,-16.602,73.286768,36.59376,-14.265616,29.699208,19.04485037,11.27036111,64.97362088,10.8679552,-0.196146835,0.513389303,0.157758619,-0.264833436,-0.492659723,0.294197449,-0.868813878,-0.12368348
1533222561,40.039,39.062,-34.18,19.043,27.832,73.366844,36.617196,-14.033196,29.738272,18.86951774,11.26232164,64.79880763,10.81766521,-0.156366519,0.506983057,0.159403695,-0.272324847,-0.565613324,0.297412844,-0.859443812,-0.084765213
1533222561,45.41,36.621,-44.922,10.742,69.336,73.382468,36.630868,-14.113276,29.71874,18.68412967,11.26133342,64.62180789,10.76110708,-0.103032274,0.500976008,0.15684629,-0.263879628,-0.694914704,0.294294442,-0.846570255,-0.067815168
1533222561,63.477,36.133,8.301,17.578,-6.836,73.429344,36.65626,-14.353508,29.732412,18.65899462,11.25924635,64.64773001,10.79121566,-0.099439318,0.497695279,0.159981437,-0.26923102,-0.696187314,0.294264376,-0.849073329,-0.075340091
1533222561,72.754,38.574,80.566,17.578,-41.016,73.528952,36.673836,-13.914056,29.714832,18.61912836,11.25090041,64.4513208,10.77357506,-0.101960513,0.49289009,0.16440864,-0.267993427,-0.682230465,0.299041536,-0.830851636,-0.065785841
1533222561,61.035,42.48,-30.273,11.23,-18.066,73.636372,36.699224,-13.546868,29.68944,18.54822093,11.25044861,64.72299148,10.78986099,-0.108759569,0.488288147,0.154632739,-0.266135607,-0.658702353,0.29645546,-0.853183254,-0.079935781
1533222561,43.457,40.527,-66.895,6.348,20.996,73.675436,36.72266,-13.476556,29.666004,18.39656447,11.25638307,64.36634423,10.82594665,-0.090781903,0.481251439,0.159105959,-0.270838534,-0.662609391,0.285280305,-0.841058827,-0.093306015
1533222561,36.133,41.016,-64.453,1.465,0,73.610984,36.742192,-13.650384,29.589832,18.32161832,11.25823616,64.29812004,10.87019596,-0.074485949,0.474901332,0.159427485,-0.284265715,-0.685579733,0.279099392,-0.836583571,-0.083518489
1533222561,44.922,33.203,6.836,8.301,-0.488,73.542624,36.714848,-13.710932,29.535144,18.42535336,11.26144437,64.37722395,11.00056697,-0.090533141,0.469475279,0.165002732,-0.319209777,-0.676059237,0.272081364,-0.843993433,-0.054600555
1533222561,59.082,20.996,117.676,16.602,44.434,73.571828,36.6543,-12.916008,29.54296,18.50011083,11.26170648,64.35069778,11.07233545,-0.092365235,0.476558184,0.167496167,-0.325563512,-0.69229681,0.276450412,-0.840085046,-0.082548049
1533222561,50.293,28.809,-11.719,9.277,20.02,73.618704,36.630864,-12.501948,29.515616,18.47136058,11.30545401,64.74172941,11.06246963,-0.092900922,0.476363059,0.165738992,-0.325174554,-0.683466658,0.251036601,-0.836904059,-0.076872823
1533222561,32.227,33.203,-114.258,-3.418,76.172,73.565972,36.58594,-12.699216,29.416008,18.39690756,11.31565631,64.41491353,11.10416882,-0.08206891,0.480011886,0.16505973,-0.331526683,-0.687669481,0.244157721,-0.822680204,-0.087593451
1533222561,43.945,36.621,-59.082,-5.371,94.238,73.503472,36.564456,-13.023436,29.300772,18.49671118,11.30684339,64.65123304,11.28669375,-0.103133483,0.491707385,0.158859491,-0.388131481,-0.658287841,0.26134347,-0.829492823,0.009006333
1533222561,73.73,38.086,57.129,-0.488,58.594,73.524956,36.566408,-13.042968,29.212884,18.57044452,11.30163163,64.67989209,11.49315389,-0.106427942,0.497693737,0.171691277,-0.448954681,-0.672056503,0.271038946,-0.829309717,0.122066979
1533222561,86.426,39.551,85.449,3.906,4.883,73.6148,36.531252,-12.509764,29.146476,18.56757563,11.301853,64.65787546,11.63628723,-0.109890374,0.497148952,0.171623643,-0.476442124,-0.670110478,0.270431673,-0.827852582,0.130379546
1533222561,67.871,41.504,-33.203,4.883,-12.207,73.675348,36.488284,-12.05078,29.085928,18.57547153,11.27872856,64.91877831,11.73313586,-0.122469401,0.505109546,0.159485103,-0.486593348,-0.671198868,0.299110718,-0.847426994,0.103503967
1533222561,48.34,43.457,-102.051,0.977,-3.418,73.634332,36.44922,-12.05664,29.015616,18.53175441,11.23901214,64.36059476,11.81916285,-0.127548208,0.51132899,0.179696798,-0.493714479,-0.653765408,0.338799766,-0.856649857,0.07424221
1533222561,39.551,39.551,-52.246,-9.277,-24.902,73.515192,36.39258,-12.074216,28.892572,18.57656107,11.19750831,64.3687544,11.9337925,-0.128054035,0.515048173,0.179372142,-0.511927117,-0.665403738,0.376443391,-0.856689597,0.068092832
1533222561,42.48,32.715,-8.789,-12.695,37.109,73.388236,36.326176,-12.15234,28.738276,18.6993456,11.14553485,64.37916669,12.1680419,-0.130745668,0.522703163,0.179821743,-0.577559698,-0.685308976,0.427543149,-0.857668748,0.214368322
